Type	Voltage	Duration
Set 	-120	50
Ramp	-80	400
Set 	-80	200
Set 	40	1000
Set 	-120	500
Set 	-80	1000
Set	59.6	146.0
Set	-69.4	375.0
Set	-117.9	65.0
Set	54.1	377.0
Set	-85.2	386.0
Set	-63.6	122.0
Set	51.0	907.0
Set	-42.1	513.0
Set	-78.6	650.0
Set	52.7	981.0
Set	-73.1	257.0
Set	37.6	414.0
Set	-99.6	65.0
Set	-48.7	175.0
Set	48.9	25.0
Set	-94.7	23.0
Set	36.3	148.0
Set	-113.9	342.0
Set	59.7	85.0
Set	-97.3	74.0
Set	24.4	489.0
Set	-73.1	324.0
Set	2.0	21.0
Set	-97.8	20.0
Set	25.3	90.0
Set	-84.4	42.0
Set	-29.7	742.0
Set	-97.0	24.0
Set	-47.1	92.0
Set	-115.2	20.0
Set	28.6	307.0
Set	-59.6	45.0
Set	-26.9	20.0
Set	-61.6	80.0
Set	-100.3	51.0
Set	46.7	245.0
Set	-45.7	110.0
Set	-29.9	361.0
Set	-44.9	23.0
Set	35.4	306.0
Set	-29.1	78.0
Set	49.2	37.0
Set	-99.5	72.0
Set	-29.7	787.0
Set	-25.9	93.0
Set	-103.0	62.0
Set	-47.9	29.0
Set	-90.5	27.0
Set	-29.8	20.0
Set	42.2	20.0
Set	-74.3	21.0
Set 	-80	1000
Set 	40	500
Set 	-70	10
Ramp	-110	100
Set 	-120	390
Set 	-80	500
