Iter. Eval.  Best      Time m:s
0     12      0.623      0:00.4
1     24      0.599      0:00.7
2     35      0.578      0:01.1
3     47      0.573      0:01.4
20    221     0.242      0:06.7
40    395     0.215      0:12.9
60    602     0.214      0:19.1
80    807     0.212      0:25.2
100   1017    0.212      0:31.3
120   1242    0.21       0:37.5
140   1443    0.208      0:43.5
160   1649    0.174      0:49.6
180   1863    0.168149   0:55.6
200   2073    0.163      1:01.7
220   2277    0.16       1:07.8
240   2488    0.159      1:14.0
260   2685    0.157821   1:20.0
280   2880    0.157      1:26.1
300   3064    0.157      1:32.2
320   3241    0.155      1:38.3
340   3417    0.153      1:44.3
360   3563    0.152      1:50.2
380   3735    0.151      1:56.2
400   3875    0.151      2:02.1
420   4030    0.15       2:08.0
440   4184    0.149      2:14.0
460   4332    0.148      2:20.4
480   4478    0.146      2:26.5
500   4629    0.144      2:32.8
520   4790    0.139      2:39.2
540   4969    0.12       2:45.2
560   5133    0.112      2:51.4
580   5322    0.106      2:57.5
600   5522    0.104      3:03.5
620   5714    0.102379   3:09.8
640   5922    0.100917   3:16.0
660   6116    0.0986     3:23.2
680   6293    0.0948     3:29.4
700   6503    0.0884     3:35.6
720   6714    0.0711     3:41.9
740   6918    0.0568     3:48.0
760   7139    0.0476     3:53.9
780   7350    0.0441     4:00.1
800   7567    0.043      4:06.2
820   7784    0.0413     4:12.3
840   8000    0.0392     4:18.6
860   8231    0.0377     4:24.8
880   8471    0.0365     4:31.0
900   8709    0.0335     4:37.3
920   8947    0.0321     4:43.5
940   9185    0.0295     4:49.8
960   9425    0.0273     4:56.1
980   9657    0.0258     5:02.3
1000  9883    0.0249     5:08.6
1020  10087   0.0244     5:14.7
1040  10299   0.0242     5:20.9
1060  10516   0.024      5:27.2
1080  10740   0.0238     5:33.6
1100  10974   0.0236     5:39.8
1120  11202   0.0234     5:46.0
1140  11441   0.0233     5:52.4
1160  11680   0.0232     5:59.0
1180  11890   0.023      6:05.6
1200  12094   0.0226     6:12.5
1220  12280   0.021      6:19.2
1240  12484   0.0185     6:25.5
1260  12695   0.0167     6:31.9
1280  12931   0.0163     6:38.3
1300  13150   0.0162     6:44.4
1320  13327   0.0162     6:50.6
1340  13517   0.0162     6:56.9
1360  13687   0.0162     7:03.1
1380  13857   0.0162     7:09.4
1400  14024   0.0162     7:15.5
1420  14221   0.0162     7:21.8
1440  14421   0.0161     7:28.3
1460  14606   0.0161     7:34.4
1480  14809   0.0161     7:41.0
1500  14989   0.0161     7:47.3
1520  15165   0.0161     7:53.5
1540  15344   0.0161     7:59.8
1560  15521   0.0161     8:06.1
1580  15691   0.0161     8:12.2
1600  15869   0.0161     8:18.5
1620  16067   0.0161     8:24.7
1640  16264   0.0161     8:30.9
1660  16476   0.0161     8:37.2
1680  16706   0.0161     8:43.5
1700  16916   0.0161     8:49.7
1720  17133   0.0161     8:56.0
1740  17334   0.0161     9:02.2
1760  17517   0.0161     9:08.4
1780  17705   0.0161     9:14.8
1800  17903   0.0161     9:21.4
1820  18103   0.0161     9:28.3
1840  18308   0.0161     9:35.0
1860  18524   0.0161     9:41.4
1880  18743   0.0161     9:47.8
1900  18978   0.0161     9:54.0
1920  19203   0.0161    10:00.2
1940  19431   0.0161    10:06.6
1960  19661   0.0161    10:12.8
1980  19901   0.0161    10:19.2
2000  20141   0.0161    10:25.6
2020  20381   0.0161    10:32.0
2040  20617   0.0161    10:38.4
2060  20850   0.0161    10:44.7
2080  21069   0.0161    10:51.0
2100  21309   0.0161    10:57.3
2120  21548   0.0161    11:03.6
2140  21784   0.0161    11:10.0
2160  22024   0.0161    11:16.4
2180  22256   0.0161    11:22.7
2200  22491   0.0161    11:29.1
2220  22711   0.0161    11:35.5
2240  22941   0.0161    11:41.9
2260  23178   0.0161    11:48.3
2263  23202   0.0161    11:49.0
