Iter. Eval.  Best      Time m:s
0     11      1.880187   0:00.4
1     21      1.485024   0:00.7
2     32      1.094277   0:01.0
3     42      0.749      0:01.3
20    231     0.209      0:06.4
40    452     0.206      0:12.2
60    685     0.206      0:18.1
80    914     0.206      0:24.2
100   1150    0.205      0:30.2
120   1356    0.203      0:36.1
140   1579    0.202      0:41.9
160   1793    0.202      0:47.7
180   1995    0.202      0:53.5
200   2205    0.202      0:59.4
220   2381    0.202      1:05.1
240   2553    0.202      1:10.9
260   2728    0.202      1:16.7
280   2912    0.202      1:22.5
300   3090    0.201713   1:28.5
320   3289    0.201      1:34.6
340   3492    0.199      1:40.8
360   3673    0.199      1:46.7
380   3847    0.198      1:52.4
400   4044    0.1951     1:58.2
420   4224    0.194      2:04.1
440   4415    0.194      2:10.1
460   4603    0.194      2:16.2
480   4806    0.194      2:22.1
500   4992    0.193      2:27.9
520   5182    0.192      2:33.8
540   5333    0.191      2:39.6
560   5481    0.191      2:45.4
580   5626    0.19       2:51.5
600   5778    0.189      2:57.6
620   5915    0.186      3:03.6
640   6069    0.178      3:09.7
660   6225    0.16       3:16.2
680   6382    0.154      3:22.5
700   6584    0.154      3:28.6
720   6786    0.152      3:34.7
740   7001    0.152      3:40.9
760   7179    0.152      3:46.9
780   7378    0.151      3:53.0
800   7561    0.151      3:59.2
820   7750    0.151      4:05.3
840   7958    0.15       4:11.4
860   8173    0.147      4:17.6
880   8388    0.139      4:23.8
900   8591    0.134      4:29.9
920   8799    0.122      4:36.0
940   8999    0.109      4:42.2
960   9206    0.0981     4:48.5
980   9411    0.0926     4:54.8
1000  9607    0.0891     5:00.9
1020  9801    0.087      5:07.1
1040  10025   0.0862     5:13.4
1060  10251   0.0833     5:19.7
1080  10451   0.0712     5:25.9
1100  10657   0.0686     5:31.9
1120  10825   0.0676     5:38.1
1140  10993   0.065      5:44.3
1160  11172   0.0633     5:50.6
1180  11343   0.0602     5:56.7
1200  11522   0.0595     6:03.1
1220  11696   0.059      6:09.5
1240  11864   0.0586     6:15.6
1260  12054   0.0581     6:21.9
1280  12245   0.0573     6:28.7
1300  12440   0.0563     6:34.9
1320  12617   0.0549     6:41.2
1340  12769   0.0541     6:47.4
1360  12927   0.0519     6:53.7
1380  13103   0.0465     6:59.8
1400  13303   0.0446     7:05.9
1420  13504   0.0433     7:12.1
1440  13704   0.0424     7:18.2
1460  13888   0.0421     7:24.3
1480  14080   0.0419     7:30.4
1500  14263   0.0415     7:36.5
1520  14463   0.0412     7:42.7
1540  14667   0.0409     7:48.8
1560  14877   0.0406     7:55.0
1580  15084   0.0401     8:01.1
1600  15317   0.0395     8:07.5
1620  15519   0.0386     8:13.7
1640  15687   0.0382     8:19.9
1660  15852   0.0379     8:26.1
1680  16028   0.0375     8:32.2
1700  16220   0.0361     8:38.4
1720  16448   0.0333     8:44.6
1740  16686   0.0313     8:51.0
1760  16924   0.0293     8:57.3
1780  17164   0.0273     9:03.7
1800  17401   0.0218     9:10.2
1820  17629   0.0181     9:16.6
1840  17861   0.0171     9:22.9
1860  18074   0.0166     9:29.3
1880  18314   0.0163     9:35.9
1900  18554   0.016214   9:42.2
1920  18794   0.0162     9:48.6
1940  19034   0.0162     9:54.9
1960  19274   0.0162    10:01.2
1980  19514   0.0162    10:07.6
2000  19737   0.0161    10:13.8
2020  19940   0.0161    10:20.1
2040  20111   0.0161    10:26.4
2060  20288   0.0161    10:32.5
2080  20450   0.0161    10:38.7
2100  20620   0.0161    10:44.8
2120  20789   0.0161    10:51.1
2140  20960   0.0161    10:57.3
2160  21130   0.0161    11:03.6
2180  21296   0.0161    11:09.8
2200  21472   0.0161    11:15.9
2220  21659   0.0161    11:22.2
2240  21843   0.0161    11:28.4
2260  22036   0.0161    11:34.7
2280  22221   0.0161    11:40.9
2300  22411   0.0161    11:47.2
2320  22620   0.0161    11:53.8
2340  22814   0.0161    12:00.0
2360  23012   0.0161    12:06.3
2380  23246   0.0161    12:12.7
2400  23480   0.0161    12:19.0
2420  23701   0.0161    12:25.5
2440  23925   0.0161    12:32.1
2460  24149   0.0161    12:38.4
2480  24380   0.0161    12:45.8
2500  24593   0.0161    12:52.2
2520  24815   0.0161    12:58.4
2540  25054   0.0161    13:04.8
2560  25269   0.0161    13:11.1
2580  25487   0.0161    13:17.3
2600  25698   0.0161    13:23.7
2620  25928   0.0161    13:30.0
2640  26168   0.0161    13:36.5
2660  26408   0.0161    13:42.6
2680  26648   0.0161    13:48.9
2700  26886   0.0161    13:55.0
2720  27115   0.0161    14:01.2
2740  27355   0.0161    14:07.5
2760  27595   0.0161    14:13.7
2780  27835   0.0161    14:19.9
2800  28075   0.0161    14:26.1
2820  28315   0.0161    14:32.3
2840  28555   0.0161    14:38.9
2860  28795   0.0161    14:45.1
2880  29035   0.0161    14:51.3
2882  29047   0.0161    14:51.6
